chinese_name,english_name,monster_id,source,size,swarm,swarm_size,type,sub_type,alignment,ac,hp,speed,initiative,strength,dexterity,constitution,intelligence,wisdom,charisma,skills,damage_vulnerabilities,damage_resistances,damage_immunities,equipment,senses,languages,challenge_rating,proficiencies,sections
骚灵,Poltergeist,MM25_Prof2_CR2_poltergeist,MM25,"['小型', '中型']",False,,亡灵,,混乱中立,12,22（5d8）,5尺，飞行50尺（悬浮）,+2（12）,"{'scores': '1', 'mod': '-5', 'save': '-5'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '14', 'mod': '+2', 'save': '+2'}",,,强酸，钝击，寒冷，火焰，闪电，穿刺，挥砍，雷鸣,暗蚀，毒素；魅惑，力竭，受擒，麻痹，石化，中毒，倒地，束缚，昏迷,,黑暗视觉60尺；被动察觉10,通用语以及一门其他语言,2,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>虚体移动Incorporeal Movement。</strong>骚灵可以移动穿过其他生物或物件，如同穿过困难地形一般。在其回合结束时，若骚灵还处于物件内，其受到5（1d10）力场伤害<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>骚灵发动一次掷物猛击攻击，并使用一次念力猛推。<br/>\n<strong>掷物猛击Object Slam。</strong><em>近战或远程攻击检定：</em>+4，触及5尺或射程30尺。<em>命中：</em>7（2d4+2）钝击伤害。<br/>\n<strong>念力猛推Telekinetic Thrust。</strong>力量豁免：DC12，单一30尺内骚灵可见的生物。<em>失败：</em>9（2d6+2）力场伤害，且骚灵将目标推离至多30尺。<br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>消失Vanish。</strong>骚灵获得<u>隐形</u>状态，或将之解除。\n</p>'}]"
鬼火,Will-o’-Wisp,MM25_Prof2_CR2_will-o’-wisp,MM25,['微型'],False,,亡灵,,混乱邪恶,19,27（11d4）,5尺，飞行50尺（悬浮）,+9（19）,"{'scores': '1', 'mod': '-5', 'save': '-5'}","{'scores': '28', 'mod': '+9', 'save': '+9'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '11', 'mod': '+0', 'save': '+0'}",,,强酸，钝击，寒冷，火焰，暗蚀，穿刺，挥砍, 闪电，毒素；力竭，受擒，麻痹，石化，中毒，倒地，束缚，昏迷,,黑暗视觉120尺；被动察觉12,通用语以及一门其他语言,2,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>转瞬即逝Ephemeral。</strong>鬼火无法着装或携带任何东西。<br/>\n<strong>照明Illumination。</strong>鬼火散发出半径20尺<u>明亮光照</u>以及额外20尺的<u>微光光照</u>。<br/>\n<strong>虚体移动Incorporeal Movement。</strong>鬼火可以移动穿过其他生物或物件，如同穿过困难地形一般。在其回合结束时，若鬼火还处于物件内，其受到5（1d10）力场伤害<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>电击Shock。</strong><em>近战攻击检定：</em>+4，触及5尺。<em>命中：</em>11（2d8+2）闪电伤害。<br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>摄食生命Consume Life。</strong>体质豁免：DC10，单一5尺内鬼火可见的生命值为0的生物。\n<em>失败：</em>目标死亡，鬼火恢复10（3d6）生命值。<br/>\n<strong>消失Vanish。</strong>鬼火及其光照获得<u>隐形</u>状态，持续至其专注终止。<u>隐形</u>状态在鬼火发动攻击或使用摄食生命后立即结束。\n</p>'}]"
龙巫妖,Dracolich,MM25_Prof6_CR17_dracolich,MM25,"['巨型', '超巨型']",False,,亡灵,,守序邪恶,20,225（18d12+108）,40尺，掘穴30尺，飞行80尺,+12（22）,"{'scores': '25', 'mod': '+7', 'save': '+7'}","{'scores': '10', 'mod': '+0', 'save': '+6'}","{'scores': '23', 'mod': '+6', 'save': '+6'}","{'scores': '19', 'mod': '+4', 'save': '+4'}","{'scores': '15', 'mod': '+2', 'save': '+8'}","{'scores': '21', 'mod': '+5', 'save': '+5'}",察觉+14，隐匿+6,,,暗蚀，毒素；魅惑，力竭，恐慌，麻痹，中毒,,盲视60尺，黑暗视觉120尺；被动察觉24,通用语，龙语,17,+6,"[{'title': '特质Traits', 'content': '<p>\n<strong>传奇抗性Legendary Resistance（3/日，或巢穴内4/日）。</strong>龙巫妖豁免失败时，可以将其改为豁免成功。<br/>\n<strong>生机抑止Life Suppression。</strong>位于龙巫妖60尺内的生物无法恢复生命值。<br/>\n<strong>魔法抗性Magic Resistance。</strong>龙巫妖对抗法术和其他魔法效应时进行的豁免检定具有优势。<br/>\n<strong>灵魂宝石Soul Gem。</strong>龙巫妖拥有一颗魔法宝石。若龙巫妖被摧毁时，这颗宝石与其位于同一存在位面，则龙巫妖在1d20日内获得一具新的身体，恢复其全部生命值并出现在宝石5尺内。<br/>\n宝石是一个微型物件，AC 20，HP \n50；免疫暗蚀，毒素和心灵伤害。宝石在每个回合结束时恢复全部生命值，若宝石生命值降至0，其化为飞灰。若宝石被摧毁，则龙巫妖可以用一颗价值1000+ GP的宝石进行8小时仪式来创造一颗新的灵魂宝石。此仪式同时需要花费5000 GP作为仪式的耗材。\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>龙巫妖发动三次撕裂攻击。其可以将其中一次攻击替换为使用施法施展<u><em>致病射线Ray \nof Sickness</em></u>  （二环版本）。<br/>\n<strong>撕裂Rend。</strong><em>近战攻击检定：</em>+13，触及10尺。<em>命中：</em>18（2d10+7）挥砍伤害外加4（1d8）暗蚀伤害。<br/>\n<strong>暗蚀吐息Necrotic Breath（充能5~6）。</strong><em>体质豁免检定：</em>DC20，60尺<u>锥状</u>区域内的每名生物。<em>失败：</em>52（8d12）暗蚀伤害。<em>成功：</em>半伤。<br/>\n<strong>施法Spellcasting。</strong>龙巫妖施展以下一道法术，无需材料成分并使用魅力作为施法属性（法术豁免DC19，法术攻击命中+11）：<br/>\n<strong><em>随意：</em></strong><u><i>侦测魔法Detect Magic，致病射线Ray of Sickness</i></u>（二环版本）<br/>\n<strong><em>每项1/日：</em></strong><u><i>  唤起亡灵Create Undead</i></u>（八环版本），<u><i> 死亡一指Finger of Death</i></u><br/>\n</p>'}, {'title': '传奇动作Legendary Actions', 'content': '<p>\n<font color=""#808080"">传奇动作次数：3（巢穴内4）。龙巫妖可以在另一生物的回合后立即消耗一次传奇动作来执行以下一道动作。龙巫妖在其回合开始时回复所有已消耗的传奇动作次数。</font><br/>\n<strong>扑杀Pounce。</strong>龙巫妖移动至多等于其速度一半的距离并发动一次撕裂攻击。<br/>\n<strong>灾疫射线Sickening Ray。</strong>龙巫妖使用施法施展<u><em>致病射线Ray of \nSickness</em></u>  （二环版本）。此后龙巫妖不能再执行此动作，直至其下一回合开始。<br/>\n<strong>骇惧威仪Terrifying Presence。</strong><em>感知豁免检定：</em>DC19，源自龙巫妖的30尺<u>光环</u>区域内的每名生物。<em>失败：</em>11（2d10）心灵伤害，且目标陷入<u>恐慌</u>状态直至其下个回合结束。<em>失败或<em>成功：</em></em>龙巫妖直至其下个回合开始都无法再执行此动作。\n</p>'}]"
水诡,Water Weird,MM25_Prof2_CR3_water_weird,MM25,['大型'],False,,元素,,中立,13,65（10d10+10）,5尺，游泳60尺,+3（13）,"{'scores': '17', 'mod': '+3', 'save': '+3'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '10', 'mod': '+0', 'save': '+0'}",,,火焰,毒素；力竭、受擒、麻痹、石化、中毒、倒地、束缚、昏迷,,盲视30尺；被动察觉10,理解原初语，但不会说,3,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>水融一体Invisible in Water。</strong>若完全浸入水中，水诡处于<u>隐形</u>状态。<br/>\n<strong>水体绑定Water Bound。</strong>水诡与某处水体绑定，若水诡离开了那处水体或是那处水体被摧毁，水诡死亡。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>浪涌Surge。</strong><em>近战攻击检定：</em>+5，触及10尺。<em>命中：</em>13（3d6+3）点寒冷伤害。若目标生物体型不超过中型，则其陷入<u>受擒</u>状态（逃脱DC13），且目标陷入<u>束缚</u>状态，直至擒抱结束。\n</p>'}]"
火童,Magmin,MM25_Prof2_CR1_2_magmin,MM25,['小型'],False,,元素,,混乱中立,14,13（3d6+3）,30尺,+2（12）,"{'scores': '7', 'mod': '-2', 'save': '-2'}","{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '8', 'mod': '-1', 'save': '-1'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '10', 'mod': '+0', 'save': '+0'}",,,,火焰,,黑暗视觉60尺；被动察觉10,原初语（火族语）,1/2,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>自爆Death Burst。</strong>火童在死亡时爆炸。<em>敏捷豁免检定：</em>DC11，源自火童的10尺<u>光环</u>区域内的每名生物。<em>失败：</em>7（2d6）点火焰伤害。<em>成功：</em>半伤。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>触碰Touch。</strong><em>近战攻击检定：</em>+4，触及5尺。<br/>\n<em>命中：</em>7（2d4+2）点火焰伤害。若目标为生物或未被着装或携带的可燃物件，则目标开始<u>燃烧</u>。\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>燃火照明Ignited Illumination。</strong>火童让自己变得炽热或是熄灭自己的火焰。变得炽热期间，火童散发出半径10尺的<u>明亮光照</u>以及额外10尺的<u>微光光照</u>\n</p>'}]"
石人,Galeb Duhr,MM25_Prof3_CR6_galeb_duhr,MM25,['中型'],False,,元素,,中立,16,123（13d8+65）,"15尺（滚动时30尺, 滚动下坡则60尺）",+2（12）,"{'scores': '20', 'mod': '+5', 'save': '+5'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '20', 'mod': '+5', 'save': '+5'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '11', 'mod': '+0', 'save': '+0'}",,,,毒素；魅惑、力竭、恐慌、麻痹、石化、中毒,,黑暗视觉60尺，震颤感知60尺；被动察觉11,原初语（土族语）,6,+3,"[{'title': '动作Actions', 'content': '<p>\n<strong>岩崩猛击Avalanche Slam。</strong><em>近战攻击检定：</em>+8，触及5尺<em>命中：</em>12（2d6 + 5）点钝击伤害。若石人在此次攻击前立即向着目标直线移动了30+尺，且目标生物体型不超过大型，则额外受到7（2d6）点钝击伤害并陷入<u>倒地</u>状态。<br/>\n<strong>活化石头Animate Boulders（1/日）。</strong>石人用魔法活化60尺内其可见的至多两块<strong>大石头boulder</strong>。每块被活化的石头均使用<strong><u>石人Galeb \nDuhr</u></strong>的数据，的数据卡，但有以下区别：石头的智力和魅力值为1且无法说话，并缺少活化石头动作。石头服从石人的命令，使用与石人一样的先攻并在其回合结束后立即执行回合。石头的活化持续1分钟，或在以下情况提前结束：其死亡时、该石人死亡时。\n</p>'}]"
石像鬼,Gargoyle,MM25_Prof2_CR2_gargoyle,MM25,['中型'],False,,元素,,混乱邪恶,15,67（9d8+27）,30尺，飞行60尺,+2（12）,"{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '6', 'mod': '-2', 'save': '-2'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '7', 'mod': '-2', 'save': '-2'}",隐匿+4,,,毒素；力竭，石化，中毒,,黑暗视觉60尺；被动察觉10,原初语（土族语）,2,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>飞掠Flyby。</strong>石像鬼飞行离开敌人的触及范围时不会引发<u>借机攻击</u>。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>石像鬼发动两次爪击攻击。<br/>\n<strong>爪击Claw。</strong><em>近战攻击检定：</em>+4，触及5尺。<em>命中：</em>7（2d4+2）挥砍伤害。\n</p>'}]"
石鼎兽,Xorn,MM25_Prof3_CR5_xorn,MM25,['中型'],False,,元素生物,,中立,19,84（8d8+48）,20尺、掘穴20尺,+0（10）,"{'scores': '17', 'mod': '+3', 'save': '+3'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '22', 'mod': '+6', 'save': '+6'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '11', 'mod': '+0', 'save': '+0'}",察觉+6、隐匿+6,,,毒素；麻痹、石化、中毒,,黑暗视觉60尺、震颤感知60尺；被动察觉16,原初语（土族语）,5,+3,"[{'title': '特质Traits', 'content': '<p>\n<strong>遁地Earth Glide。</strong>石鼎兽可以掘穴穿过非魔法且未经加工的泥土及岩石。遁地期间，石鼎兽不会破坏其穿过的任何材质。<br/>\n<strong>财宝感知Treasure Sense。</strong>石鼎兽可以定位其60尺内贵金属与贵重岩石的位置。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>石鼎兽发动一次啃咬攻击与三次爪攻击。<br/>\n<strong>啃咬Bite。</strong><em>近战攻击检定：</em>+6，触及5尺。<em>命中：</em>17（4d6+3）点穿刺伤害。<br/>\n<strong>爪Claw。</strong><em>近战攻击检定：</em>+6，触及5尺。<em>命中：</em>8（1d10+3）点挥砍伤害。<br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>冲锋Charge。</strong>石鼎兽向一名其可以感知的敌人直线移动至多等于其速度或掘穴速度的距离。\n</p>'}]"
隐形追猎者,Invisible Stalker,MM25_Prof3_CR6_invisible_stalker,MM25,['大型'],False,,元素生物,,中立,14,97（13d10+26）,50尺、飞行50尺（悬浮）,+7（22）,"{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '19', 'mod': '+4', 'save': '+4'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '11', 'mod': '+0', 'save': '+0'}",察觉+8、隐匿+10,,钝击、穿刺、挥砍,毒素；力竭、受擒、麻痹、石化、中毒、倒地、束缚、昏迷,,黑暗视觉60尺；被动察觉18,通用语、原初语（气族）,6,+3,"[{'title': '特质Traits', 'content': '<p>\n<strong>空气形态Air Form。</strong>追猎者可以进入并停留在一名敌人所处的空间。其可以移动穿过最窄1寸宽的空间而无需消耗额外的移动力。<br/>\n<strong>隐形Invisibility。</strong>追猎者处于<u>隐形</u>状态。\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>追猎者发动两次风袭攻击。其可以将其中一次攻击替换为使用涡流。<br/>\n<strong>风袭Wind Swipe。</strong><em>近战攻击检定：</em>命中+7，触及5尺。\n<em>命中：</em>11（2d6+4）力场伤害。 <br/>\n<strong>涡流Vortex。</strong><em>体质豁免检定：</em>DC14，单一位于追猎者空间内体型不超过大型的生物。\n<em>失败：</em>7（1d8+3）雷鸣伤害，且目标陷入<u>受擒</u>状态（逃脱DC13）。目标无法施展需要言语成分的法术，且在追猎者的回合开始时受到7（2d6）雷鸣伤害，直至擒抱结束。\n</p>'}]"
兽主,Animal Lord,MM25_Prof6_CR20_animal_lord,MM25,['中型'],False,,天族,,中立,19,323（34d8+170）,60尺，飞行60尺（悬浮），游泳60尺,+19（29）,"{'scores': '24', 'mod': '+7', 'save': '+7'}","{'scores': '25', 'mod': '+7', 'save': '+7'}","{'scores': '20', 'mod': '+5', 'save': '+11'}","{'scores': '19', 'mod': '+4', 'save': '+4'}","{'scores': '23', 'mod': '+6', 'save': '+12'}","{'scores': '22', 'mod': '+6', 'save': '+6'}",特技+13，运动+13，察觉+18，隐匿+13,,寒冷，火焰，暗蚀，心灵，光耀,魅惑，恐慌，震慑,,真实视觉120尺；被动察觉28,全部,20,+6,"[{'title': '特质Traits', 'content': '<p>\n<strong>万兽之主Animal Lordship。</strong>兽主代表着<font color=""#808000""><strong>觅兽</strong></font>、<font color=""#ff0000""><strong>猎兽</strong></font>、<strong><font color=""#008080"">睿兽</font></strong>中的一种（由DM选择），这会决定此数据卡中的特定特质。<br/>\n<strong>传奇抗性Legendary Resistance（4/日）。</strong>兽主豁免失败时，可以将其改为豁免成功。<br/>\n<strong>兽主威仪Lordly Presence。</strong><em>感知豁免检定：</em>DC20，在源自兽主的30尺<u>光环</u>区域内开始其回合的任意敌人。<em>失败：</em>目标承受以下一道效应：<br/>\n<strong><em><font color=""#808000"">迷醉Captivated（仅觅兽）。</font></em></strong>目标陷入<u>魅惑</u>状态直至其下个回合结束。<u>魅惑</u>期间，目标陷入<u>失能</u>状态。<br/>\n<strong><em><font color=""#ff0000"">畏惧Fearful（仅猎兽）。</font></em></strong>目标陷入<u>恐慌</u>状态直至其下个回合结束。<br/>\n<strong><em><font color=""#008080"">困扰Mired（仅睿兽）。</font></em></strong>目标受到10（3d6）心灵伤害，且被魔法所扰乱直至其下个回合结束。被扰乱期间，目标进行的豁免检定承受1d4减值。<br/>\n<strong>魔法抗性Magic Resistance。</strong>兽主对抗法术和其他魔法效应时进行的豁免检定具有优势。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>兽主使用撕裂或光耀射线发动共计两次攻击，并使用兽灵之力。<br/>\n<strong>撕裂Rend。</strong><em>近战攻击检定：</em>+13，触及5尺。<em>命中：</em>14（2d6+7）挥砍伤害外加7（2d6）力场伤害。<br/>\n<strong>光耀射线Radiant Ray。</strong><em>远程攻击检定：</em>+12，射程120尺。<em>命中：</em>20（4d6+6）光耀伤害。<br/>\n<strong>兽灵之力Animal Spirit。</strong>兽主咒唤一道兽之灵体，袭向一名生物并随即消失。<em>敏捷豁免检定：</em>DC20，单一120尺内兽主可见的生物。<em>失败：</em>28（4d10+6）光耀伤害。<em>成功：</em>半伤。<em>失败或成功：</em>出现以下一道效应：<br/>\n<strong><em><font color=""#808000"">卫戍之力Fortify（仅觅兽）。</font></em></strong>兽主获得20临时生命值。<br/>\n<strong><em><font color=""#ff0000"">标定猎物Marked as \nPrey（仅猎兽）。</font></em> </strong>兽主对目标进行的攻击检定具有优势，直至兽主的下个回合开始。<br/>\n<strong><em><font color=""#008080"">恼人兽群Pesky \nSwarm（仅睿兽）。</font></em> </strong>目标进行攻击检定和属性检定时具有劣势，直至其下个回合结束。<br/>\n<strong>施法Spellcasting。</strong>兽主施展以下一道法术，无需材料成分并使用感知作为施法属性（法术豁免DC20）：<br/>\n<strong><em>随意：</em></strong><u><i>化兽为友Animal Friendship，动物信使Animal Messenger，动物交谈Speak with Animals</i></u><br/>\n<strong><em>每项2/日：</em></strong><u><i>启蒙术Awaken，高等复原术Greater Restoration</i></u><br/><em><strong><font color=""#008080"">每项1/日（仅睿兽）：</font></strong></em> <u><em>动物形态Animal \nShapes，阳炎爆Sunburst</em></u>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>变形Shape-Shift。</strong>兽主<u>变形</u>为其所代表的动物的巨型或更小的版本，或是中型或小型的类人，或是变回其真实形态。除体型以外，其各形态下游戏数据均相同。兽主着装或携带的任何装备都不会随之变化。<br/>\n</p>'}, {'title': '传奇动作Legendary Actions', 'content': '<p>\n<font color=""#808080"">传奇动作次数：3。兽主可以在另一生物的回合后立即消耗一次传奇动作来执行以下一道动作。兽主在其回合开始时回复所有已消耗的传奇动作次数。</font><br/>\n<strong>野性打击Feral Strike。</strong>兽主移动至多等于其速度的距离且不会引发<u>借机攻击</u>，并发动一次撕裂攻击。<br/>\n<strong>光耀打击Radiant Strike。</strong>兽主发动一次光耀射线攻击\n</p>'}]"
天马,Pegasus,MM25_Prof2_CR2_pegasus,MM25,['大型'],False,,天族,,混乱善良,12,59（7d10+21）,60尺，飞行90尺,+2（12）,"{'scores': '18', 'mod': '+4', 'save': '+4'}","{'scores': '15', 'mod': '+2', 'save': '+4'}","{'scores': '16', 'mod': '+3', 'save': '+5'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '15', 'mod': '+2', 'save': '+4'}","{'scores': '13', 'mod': '+1', 'save': '+3'}",察觉+6,,,,,被动察觉16,理解天界语、通用语、精灵语和木族语，但不会说,2,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>蹄击Hooves。</strong><em>近战攻击检定：</em>+6，触及5尺。<em>命中：</em>7（1d6+4）钝击伤害外加5（2d4）光耀伤害。\n</p>'}]"
独角兽,Unicorn,MM25_Prof3_CR5_unicorn,MM25,['大型'],False,,天族,,守序善良,12,97（13d10+26）,50尺,+8（18）,"{'scores': '18', 'mod': '+4', 'save': '+4'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '17', 'mod': '+3', 'save': '+3'}","{'scores': '16', 'mod': '+3', 'save': '+3'}",,,,毒素；魅惑，麻痹，中毒,,黑暗视觉60尺；被动察觉13,天界语，精灵语，木族语；心灵感应120尺,5,+3,"[{'title': '特质Traits', 'content': '<p>\n<strong> 传奇抗性Legendary Resistance（3/日）。</strong>独角兽豁免失败时，可以将其改为豁免成功。<br/>\n<strong> 魔法抗性Magic Resistance。</strong>独角兽对抗法术和其他魔法效应时进行的豁免检定具有优势。\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong> 多重攻击Multiattack。</strong>独角兽发动一次蹄击攻击和一次光耀角击攻击。<br/>\n<strong> 蹄击Hooves。</strong><em>近战攻击检定：</em>+7，触及5尺。<em>命中：</em>11（2d6+4）钝击伤害。<br/>\n<strong> 光耀角击Radiant Horn。</strong><em>近战攻击检定：</em>+7，触及5尺。<em>命中：</em>9（1d10+4）光耀伤害。<br/>\n<strong> 施法Spellcasting。</strong>独角兽施展以下一道法术，无需法术成分并使用魅力作为施法属性（法术豁免DC14）：<br/>\n<strong><em>随意：</em></strong><u><i>侦测善恶Detect Evil and Good，德鲁伊伎俩Druidcraft</i></u><br/>\n<strong><em>每项1/日：</em></strong><u><i>安定心神Calm Emotion，驱逐善恶Dispel Evil and Good，纠缠术Entangle，行动无踪Pass without Trace，回返真言Word of Recall</i></u>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>独角兽祝福Unicorn’s Blessing （3/日）。</strong>独角兽使用其角触碰另一生物并对该生物施展疗伤术Cure Wounds或次等复原术Lesser Restoration，使用与施法动作相同的施法属性。<br/>\n</p>'}, {'title': '传奇动作Legendary Actions', 'content': '<p>\n<font color=""#808080"">传奇动作次数：3。独角兽可以在另一生物的回合后立即消耗一次传奇动作来执行以下一道动作。独角兽在其回合开始时回复所有已消耗的传奇动作次数。</font><br/>\n<strong> 冲锋角击Charging Horn。</strong>独角兽移动至多等于其速度一半的距离且不会引发<u>借机攻击</u>，并发动一次光耀角击攻击。<br/>\n<strong> 闪光护盾Shimmering Shield。</strong>独角兽以自身或单一其60尺内其可见的生物为目标。目标获得10（3d6）临时生命值，且其AC提升2直至独角兽的下个回合结束。独角兽直至其下个回合开始都无法再执行此动作。\n</p>'}]"
